temperature,humidity,soil_moisture,rainfall,rain_probability,forecast_temperature,forecast_humidity,pump_state
21.8,86.9,54.0,0.3,18,20.2,88.8,1
28.5,74.2,68.0,0.6,30,28.7,73.4,0
21.0,92.2,67.9,0.5,22,21.3,89.2,1
23.3,87.1,70.8,0.0,17,23.4,85.9,0
36.1,74.9,52.6,12.2,56,34.8,78.4,0
34.0,65.9,42.0,0.0,33,34.9,63.3,1
26.8,90.6,25.9,0.1,70,28.6,96.3,1
23.2,89.3,14.3,0.1,48,27.0,91.9,1
17.0,92.2,47.6,0.2,66,16.8,89.7,1
27.6,90.6,23.7,0.3,33,26.1,90.9,1
40.9,75.5,58.8,40.3,57,38.8,77.7,0
32.0,78.9,22.2,1.5,48,32.5,74.4,1
27.5,79.9,24.4,0.6,8,26.0,77.5,1
32.1,82.7,39.0,1.1,49,32.9,78.3,1
23.0,84.0,62.5,1.2,16,21.3,78.7,0
28.7,84.1,76.9,0.2,56,25.9,84.2,0
30.4,87.3,48.9,21.2,73,30.4,86.3,1
29.6,81.5,26.0,1.5,58,28.9,80.3,1
33.6,63.6,45.3,0.0,16,34.5,62.6,1
31.6,76.6,77.7,0.3,24,32.6,68.5,0
33.0,72.8,27.6,1.3,43,34.6,74.1,1
26.9,88.3,51.8,0.3,40,27.7,84.4,1
34.0,78.0,45.1,0.1,24,37.5,76.9,1
37.3,75.7,68.3,0.6,13,37.3,74.6,0
25.6,87.4,87.5,6.2,58,26.3,92.0,0
26.0,89.4,40.8,7.1,72,26.3,92.2,1
36.0,75.4,33.9,1.5,38,37.5,88.1,1
29.1,88.7,43.7,0.5,44,27.8,88.1,1
36.3,75.6,71.7,0.1,44,34.3,74.6,0
28.0,77.4,52.2,4.2,24,27.6,70.6,1
36.5,75.3,95.2,52.9,24,36.5,75.1,0
30.6,89.0,46.5,0.3,58,30.6,85.3,1
31.2,92.8,27.1,54.2,62,30.8,96.4,0
37.0,74.1,81.2,0.6,46,33.2,70.8,0
28.4,87.3,50.9,0.3,70,28.4,84.7,0
25.8,78.8,30.6,0.5,49,26.4,91.0,1
28.0,84.1,25.4,0.8,47,27.8,80.2,1
32.0,71.8,73.6,2.2,22,29.8,74.0,1
23.0,96.0,43.0,0.2,40,21.9,95.2,1
32.9,69.1,61.4,0.4,16,33.7,64.1,1
27.6,74.1,57.3,1.4,21,29.7,76.3,0
35.2,71.0,58.6,0.2,6,37.7,74.2,1
19.2,100.0,44.8,1.5,63,17.8,100.0,1
26.5,84.0,25.3,0.4,11,28.8,82.4,1
22.4,86.1,47.4,0.6,26,20.2,84.0,1
26.3,91.6,61.0,25.8,83,25.3,100.0,0
31.1,68.1,74.4,0.1,46,27.9,65.6,0
29.2,75.2,53.6,0.4,23,30.5,73.2,0
28.9,85.7,34.0,6.1,45,26.9,85.5,1
29.3,75.0,62.3,26.5,68,29.6,74.5,0
30.9,77.1,82.1,1.2,12,33.3,74.7,0
25.5,81.1,41.3,0.1,33,26.2,76.2,1
33.2,78.2,75.0,0.5,19,31.0,74.2,1
33.0,84.2,20.5,1.7,49,30.2,86.4,1
31.7,73.1,84.3,0.3,40,32.2,76.0,0
32.5,77.7,100.0,63.5,29,33.7,73.6,0
31.3,80.0,66.6,0.2,69,30.8,83.8,0
39.2,70.9,28.9,0.3,20,42.2,77.5,1
29.6,73.5,17.2,0.7,33,30.0,77.5,1
28.6,79.1,62.4,28.4,22,31.9,79.2,0
26.6,87.0,86.2,0.7,56,25.5,88.3,0
25.4,98.5,34.0,0.2,81,27.6,96.8,1
24.4,78.8,51.6,0.6,17,22.7,82.1,0
26.0,86.7,54.4,0.9,19,26.6,89.5,1
29.7,68.9,30.1,24.0,28,28.9,63.7,1
31.5,68.3,19.9,0.1,27,31.3,68.5,1
30.2,77.3,27.8,1.1,62,30.0,84.4,1
26.6,85.6,24.0,0.2,28,26.2,84.2,1
34.1,68.9,54.2,1.7,19,36.3,65.5,0
33.3,79.1,51.8,0.3,22,34.2,77.5,1
29.3,86.9,85.1,0.1,75,27.9,92.6,0
27.1,87.6,82.8,35.1,76,27.4,85.6,0
32.5,82.9,57.1,0.7,18,31.1,90.9,0
30.8,72.8,80.7,0.0,28,31.1,73.5,0
23.5,100.0,81.6,13.1,77,20.9,100.0,0
29.7,82.9,64.5,7.3,53,27.8,88.8,0
31.2,83.8,54.4,0.0,65,30.4,83.8,0
26.0,92.4,51.7,0.7,51,25.4,90.7,0
30.9,82.8,35.6,0.4,25,28.6,81.3,1
23.5,86.6,87.4,1.2,22,24.5,89.3,0
36.0,68.0,27.5,19.3,37,33.9,65.6,1
35.6,82.0,26.4,0.0,78,35.4,87.1,1
28.9,81.5,20.9,0.7,46,27.8,81.3,1
31.6,77.9,22.4,0.2,22,34.0,72.8,1
19.2,82.7,48.2,0.8,84,22.6,85.6,1
24.8,81.9,24.9,0.5,44,26.0,83.2,1
28.7,81.0,59.9,0.7,12,27.8,76.8,0
25.2,71.8,31.2,18.8,31,24.2,69.1,1
33.2,82.9,79.4,2.2,51,34.7,73.5,0
39.0,75.7,90.4,6.8,60,39.2,79.2,0
24.7,91.8,47.1,7.1,75,25.0,87.9,1
26.2,77.7,81.0,0.1,29,25.7,75.6,0
31.1,81.2,51.2,13.5,34,30.7,83.4,1
37.3,69.5,62.0,7.1,20,35.7,73.3,0
24.5,90.7,16.2,0.0,40,27.4,95.4,1
31.1,82.8,81.8,0.0,77,30.9,74.0,0
38.2,77.1,28.2,0.5,75,40.5,75.3,1
22.6,87.5,28.7,0.8,79,25.1,81.8,1
24.2,89.1,64.3,0.0,26,23.9,90.7,1
28.1,88.6,19.7,0.7,47,29.5,84.8,1
27.7,83.0,68.8,0.6,72,27.0,83.0,0
33.7,83.1,64.1,0.4,64,34.7,81.4,0
31.1,78.4,76.0,21.1,33,28.1,76.3,0
22.0,90.9,33.3,0.2,42,21.5,86.1,1
32.3,79.7,68.9,1.2,35,32.7,76.2,0
27.4,89.1,70.0,0.1,23,26.3,97.6,1
35.7,77.2,75.9,0.8,39,35.5,72.6,0
27.2,81.5,57.9,0.4,32,27.0,81.3,0
27.1,85.9,36.0,0.0,61,27.9,83.7,1
32.4,72.0,83.3,0.7,35,30.9,70.9,0
33.4,67.9,61.9,0.7,23,34.5,72.1,0
32.0,80.6,51.3,5.2,61,33.3,80.6,1
22.4,84.3,82.1,0.9,43,21.9,86.8,0
32.4,74.0,46.3,0.5,34,29.4,68.3,1
25.3,76.8,29.9,1.8,2,28.0,73.3,1
31.1,77.1,57.3,0.8,34,29.6,77.2,1
23.6,89.9,34.1,30.0,75,22.9,99.7,0
32.0,83.7,28.5,0.3,36,33.2,85.9,1
26.4,76.4,46.1,2.7,8,24.6,75.6,1
24.2,94.1,34.5,0.5,69,22.5,91.0,1
33.2,77.4,73.2,1.1,62,31.5,78.6,0
31.1,78.0,32.7,0.1,19,31.1,80.5,1
27.2,83.3,73.4,1.5,23,28.1,78.8,0
36.5,81.3,37.5,0.4,73,38.6,84.9,1
28.0,80.2,26.7,1.1,40,28.4,87.7,1
30.1,81.3,47.3,0.0,43,31.3,85.7,0
31.2,88.3,64.4,1.1,83,33.8,83.7,0
27.2,76.9,70.5,8.5,58,26.4,81.9,0
32.1,85.4,52.2,54.6,43,31.2,95.0,0
27.6,73.5,53.8,0.4,6,27.9,79.0,1
28.1,74.7,48.2,0.4,15,27.8,69.1,1
36.1,77.3,87.5,1.2,48,34.1,84.5,0
25.3,87.7,84.0,1.0,46,26.0,89.0,0
19.1,100.0,43.0,0.5,58,20.1,96.4,1
37.2,75.6,43.6,0.3,6,34.0,70.3,1
41.5,77.8,72.7,19.5,85,42.2,77.9,0
28.2,84.6,23.0,1.9,51,28.0,83.5,1
21.3,90.9,58.8,0.1,41,23.2,88.4,1
28.6,83.4,30.1,0.2,5,31.9,79.3,1
28.7,82.5,50.4,42.2,41,29.5,81.9,1
29.1,81.4,77.6,1.4,57,29.8,80.9,0
25.0,76.9,18.9,0.4,17,21.9,71.3,1
32.6,76.2,41.2,48.5,45,33.7,77.2,0
32.4,71.5,21.2,1.2,21,33.1,74.2,1
23.3,94.5,71.5,32.4,62,21.8,94.3,0
33.1,77.5,26.9,29.4,49,33.2,76.6,1
39.2,73.4,69.1,0.1,46,37.2,75.8,0
30.8,72.1,71.8,22.0,35,32.1,72.8,0
28.5,71.4,75.7,0.0,5,29.8,71.8,0
29.4,75.7,35.9,0.4,56,28.9,82.7,1
32.8,84.7,76.4,0.4,76,31.8,86.0,0
22.2,85.5,46.1,0.4,12,21.4,85.1,1
30.7,66.4,22.5,0.0,12,28.8,71.5,1
28.2,81.2,65.4,0.1,26,30.9,72.0,0
38.3,69.4,19.8,0.3,35,39.3,71.2,1
29.2,81.1,45.7,0.0,56,28.2,84.6,1
37.5,73.6,39.2,0.3,48,34.8,69.3,1
25.0,82.7,18.5,0.2,43,25.1,89.3,1
32.6,73.9,26.5,0.0,30,27.5,74.9,1
31.4,77.4,67.4,0.1,39,32.3,74.1,0
26.1,90.9,70.6,26.9,43,24.4,90.1,0
30.8,76.2,29.1,0.3,11,27.2,75.1,1
35.5,70.0,59.3,7.6,51,33.8,67.4,0
28.5,81.5,64.7,0.2,34,28.2,80.8,1
22.4,81.5,80.5,2.0,25,22.8,82.0,0
29.9,79.3,87.5,24.8,34,30.4,77.9,0
25.9,82.0,66.4,0.9,53,27.3,82.1,0
28.5,73.9,69.7,0.9,16,32.0,79.4,0
29.6,75.5,82.2,0.3,26,28.8,80.6,0
22.3,90.5,55.2,16.1,58,24.2,94.0,0
22.7,90.2,38.9,4.0,26,22.0,94.3,1
32.2,72.5,48.7,0.1,47,30.6,76.6,0
27.6,94.9,36.7,12.7,40,26.0,96.0,1
18.5,90.8,36.1,24.0,34,19.7,89.7,1
33.5,78.6,58.4,0.9,38,35.6,71.6,1
31.2,90.0,25.4,0.5,55,31.2,89.8,1
26.8,88.8,82.0,0.1,45,24.5,85.7,0
24.1,93.0,12.0,0.0,20,24.1,91.2,1
33.8,72.4,66.8,0.1,39,33.9,73.0,0
31.6,81.3,56.8,29.0,36,31.6,81.4,0
40.7,73.4,79.5,0.0,44,39.2,69.5,0
31.9,78.7,47.0,0.4,33,35.0,79.9,0
31.7,82.6,80.8,0.3,19,32.6,79.8,0
29.2,77.2,16.3,18.4,24,30.6,82.5,1
33.7,76.9,84.7,0.0,54,33.2,71.8,0
32.8,87.4,80.2,19.1,52,32.7,89.8,0
35.6,79.5,31.2,16.4,78,37.0,79.0,1
27.7,90.4,41.1,0.3,44,29.3,85.9,1
28.0,88.5,83.2,6.2,32,29.9,90.0,0
27.8,86.2,48.1,0.6,40,29.2,87.8,0
33.6,81.7,72.4,0.7,62,32.2,78.0,0
36.7,75.5,45.3,2.9,51,34.8,78.8,1
27.9,84.3,58.3,0.0,63,26.1,84.1,1
28.1,88.6,50.8,1.8,70,28.4,93.8,1
31.4,80.3,52.1,0.5,12,32.3,86.0,1
28.9,78.9,49.7,0.3,7,28.8,84.6,1
34.3,74.3,83.6,26.0,24,33.7,72.4,0
19.9,85.1,19.7,0.2,63,20.2,84.7,1
26.3,79.1,54.0,1.0,35,25.2,83.8,1
26.5,85.7,49.6,19.7,72,26.8,83.3,1
19.6,91.9,70.0,0.0,20,20.3,96.4,0
25.7,90.7,75.9,0.3,53,26.4,90.8,0
25.9,97.4,73.1,11.7,74,27.0,98.7,0
29.1,85.5,58.4,0.7,60,29.5,91.3,0
35.0,76.1,76.5,0.7,18,35.6,73.0,0
28.9,84.8,76.2,1.7,27,29.9,82.5,0
25.4,91.0,80.9,10.0,60,24.2,89.6,0
29.7,87.6,58.1,0.1,18,30.8,85.6,1
34.7,73.7,80.2,0.1,13,35.0,76.3,0
25.6,87.0,66.0,9.9,47,24.3,87.3,0
25.9,78.9,25.4,0.2,5,26.0,74.9,1
32.5,75.6,83.6,0.6,32,36.9,83.6,0
29.0,83.9,68.6,0.1,48,28.0,82.2,0
32.9,75.7,30.8,0.5,33,32.8,78.0,1
29.9,97.0,56.9,21.4,49,31.5,94.0,0
33.2,77.7,82.8,2.5,28,33.3,77.5,0
25.3,89.4,28.6,0.2,80,22.4,86.7,1
29.9,91.3,39.5,0.4,88,28.0,88.7,0
29.1,74.7,19.2,0.8,38,29.9,72.5,1
24.5,87.0,24.2,0.3,29,23.7,84.2,1
23.0,76.5,81.6,0.5,3,21.4,74.5,0
33.1,75.2,46.6,0.1,37,32.9,80.9,1
28.4,86.0,31.6,22.5,26,27.4,84.8,1
25.4,84.8,45.7,0.2,36,22.4,82.9,1
29.6,77.0,23.6,3.1,11,28.8,73.8,1
35.1,78.7,28.7,0.4,5,36.2,74.1,1
19.7,91.3,82.7,54.2,35,20.0,93.2,0
23.3,92.5,76.2,0.3,22,21.2,92.4,1
25.8,82.8,19.2,0.6,35,25.9,79.6,1
36.6,61.8,85.0,0.3,10,37.2,62.5,0
31.3,86.6,16.3,0.4,42,29.7,83.1,1
33.5,66.4,77.8,17.6,27,33.0,67.0,0
24.9,82.2,86.1,22.0,32,22.9,84.0,0
25.0,88.2,32.7,0.7,36,27.0,95.9,1
32.0,78.8,84.9,0.5,37,33.2,78.6,0
30.3,88.8,38.9,15.7,38,33.2,90.2,0
32.5,85.6,84.7,6.1,83,31.9,87.3,0
29.2,86.0,26.1,0.2,6,27.3,83.5,1
31.3,74.8,62.5,0.8,32,29.4,71.2,1
30.7,74.2,41.2,0.3,19,31.7,75.1,1
33.5,73.5,25.0,0.5,26,32.2,71.7,1
33.6,71.7,55.1,0.1,52,31.9,74.7,0
22.7,80.3,54.3,1.4,19,23.4,80.4,1
19.9,96.6,82.7,18.1,60,18.4,95.9,0
34.5,77.8,52.0,0.2,43,32.8,86.0,1
35.3,81.5,41.3,0.4,40,35.2,82.6,1
25.4,89.0,36.6,0.5,52,22.9,90.3,1
21.6,95.3,18.0,8.4,64,23.1,99.6,1
30.4,79.8,53.7,0.4,27,31.4,75.0,0
34.2,62.9,84.2,0.3,11,32.4,64.1,0
38.1,71.2,71.7,22.0,56,37.9,69.4,0
32.3,77.1,35.9,0.5,50,31.0,78.1,1
28.3,87.3,68.1,1.0,49,28.9,78.2,1
26.0,81.3,39.4,0.9,36,26.9,79.4,1
30.1,73.1,78.7,1.2,15,30.9,78.2,0
28.7,79.2,69.4,0.1,11,26.8,85.7,0
25.4,79.0,68.7,0.8,15,24.5,68.2,0
39.2,65.6,61.0,0.0,50,39.0,66.7,0
38.0,81.0,34.9,6.6,75,38.3,76.1,0
35.1,78.1,41.8,3.6,47,35.1,72.6,1
25.9,86.5,36.0,40.8,48,25.8,83.8,1
33.8,74.4,59.1,0.4,14,33.0,75.6,1
32.9,76.3,76.2,0.1,22,31.4,77.6,0
32.0,72.9,67.8,0.5,28,30.8,74.6,0
35.6,80.7,21.2,0.5,21,35.6,81.8,1
32.9,80.3,19.2,0.1,36,35.1,81.1,1
33.3,61.7,19.7,0.1,26,35.0,58.9,1
32.9,77.7,18.7,0.9,64,33.7,80.7,1
31.5,84.4,83.8,8.4,71,27.2,88.6,0
22.0,82.3,37.4,0.4,35,23.4,81.8,1
30.4,78.8,39.6,0.3,37,32.5,79.4,1
27.5,78.6,61.7,24.8,17,26.6,84.0,0
24.2,87.9,70.8,0.4,18,22.7,83.8,1
37.6,78.4,44.2,10.0,52,41.9,73.5,0
37.8,64.4,63.6,0.5,38,37.0,68.2,1
36.1,74.3,42.2,0.7,64,35.5,70.6,0
31.1,85.8,15.5,1.4,49,30.4,90.5,1
36.1,73.7,81.0,0.1,47,33.8,74.9,0
30.1,88.8,59.3,21.1,38,31.8,93.9,0
30.9,80.4,79.0,0.6,33,30.7,69.8,0
25.1,84.0,63.7,0.2,11,23.6,84.1,0
31.8,65.3,18.4,0.6,20,33.6,59.8,1
30.3,74.7,33.0,0.3,15,29.9,73.2,1
24.1,87.4,26.0,2.7,35,23.8,81.6,1
29.8,83.5,84.6,0.7,28,32.4,82.9,0
29.6,77.0,75.8,53.5,37,28.9,88.2,0
38.1,69.2,60.5,1.1,45,39.0,65.9,1
34.0,74.1,55.0,0.3,10,27.4,77.4,1
30.1,84.2,72.9,1.6,31,29.2,77.2,0
31.1,88.5,84.8,1.0,26,28.7,84.0,0
30.2,90.0,50.2,0.1,62,29.0,86.0,0
29.1,77.9,48.0,0.3,12,28.0,82.0,1
25.1,91.4,57.5,2.8,89,22.2,95.3,0
29.3,84.1,67.5,13.6,33,26.0,86.2,0
26.6,81.3,72.6,0.3,18,25.9,82.7,0
24.4,89.0,81.7,1.7,70,21.3,92.8,0
32.3,79.1,65.1,0.1,30,31.3,81.4,1
31.8,82.1,86.0,14.5,69,33.5,83.0,0
22.0,81.0,16.0,4.5,36,25.5,86.9,1
29.4,75.8,26.2,0.3,14,31.1,78.3,1
34.5,80.2,42.5,0.7,28,35.4,85.2,1
34.8,66.9,27.4,0.0,46,34.9,65.1,1
34.6,75.2,82.1,0.2,31,33.2,78.0,0
30.2,79.5,69.2,2.3,32,30.0,73.1,1
26.2,77.7,67.0,2.1,15,25.3,69.9,1
25.1,80.9,16.5,0.5,13,29.8,88.2,1
31.6,79.9,51.1,1.0,29,32.2,78.9,1
31.7,84.8,15.4,0.7,36,34.3,89.4,1
35.8,75.7,23.4,1.3,56,37.0,77.9,1
34.9,73.9,78.2,0.8,25,37.9,73.8,0
29.4,84.6,28.1,0.3,56,28.8,88.2,1
24.4,86.1,52.8,0.3,55,24.3,93.9,1
28.6,79.5,67.6,1.0,17,27.3,78.2,0
31.0,77.7,46.1,1.5,26,31.8,81.6,1
29.1,90.1,77.1,2.1,51,28.2,90.2,0
27.4,79.4,43.5,0.3,55,26.7,81.7,1
31.1,82.2,82.5,0.8,62,28.8,89.9,0
27.7,73.8,44.1,1.1,44,28.6,78.3,1
27.2,94.2,31.1,0.3,29,26.2,90.7,1
31.4,81.8,30.0,0.0,32,31.8,83.3,1
28.2,72.0,40.9,0.0,47,29.6,76.2,1
31.1,79.0,42.3,11.3,27,32.6,81.5,1
31.2,81.7,57.5,0.4,70,28.5,84.1,1
24.9,85.8,52.5,9.3,28,25.2,84.1,1
27.8,89.0,29.4,2.1,28,27.5,90.6,1
36.5,77.7,46.7,6.5,21,34.6,72.3,1
24.8,87.3,20.8,0.1,33,24.4,89.8,1
20.5,91.6,89.0,2.0,29,20.1,96.0,0
21.6,91.1,59.7,0.2,50,21.7,92.3,0
30.1,90.2,81.4,0.7,75,29.1,90.3,0
30.1,76.9,30.9,0.3,22,29.1,76.9,1
29.5,94.5,80.1,0.3,61,31.7,97.1,0
35.5,84.5,61.4,1.4,56,33.9,86.2,0
18.0,100.0,35.4,0.2,58,18.6,100.0,1
31.8,69.9,88.6,0.2,40,31.0,71.0,0
37.0,67.7,76.5,0.3,6,38.1,74.8,0
24.9,84.8,57.3,0.3,53,26.2,85.2,0
28.3,89.0,53.8,0.2,70,28.8,85.2,1
26.6,77.3,21.0,0.2,22,27.3,78.6,1
26.0,76.5,81.9,1.1,42,29.3,75.3,0
28.5,80.5,67.4,56.1,26,29.3,80.8,0
36.4,69.6,11.5,0.7,28,35.4,67.0,1
38.3,77.6,40.1,1.3,56,37.7,74.4,1
28.5,85.8,13.3,0.7,59,28.1,92.2,1
38.6,78.0,22.0,1.5,54,37.1,81.6,1
30.2,80.3,51.6,3.3,28,30.5,77.5,1
37.9,74.6,55.7,16.6,48,36.7,71.1,0
29.6,79.8,18.4,0.5,29,31.6,75.2,1
30.6,78.6,8.3,3.7,32,30.2,80.2,1
31.6,80.3,67.5,0.0,30,29.9,83.2,0
43.0,77.9,36.6,5.4,39,42.6,74.1,1
33.8,70.2,71.5,0.4,37,35.8,68.2,0
26.8,87.0,43.4,4.5,60,26.7,85.9,1
34.4,83.2,34.1,1.1,44,34.7,84.4,1
28.4,80.0,24.9,0.2,10,31.2,78.9,1
27.8,79.0,78.4,1.0,7,31.2,73.5,0
34.1,87.8,41.3,0.2,68,35.4,89.4,1
30.1,69.1,51.0,0.1,23,27.9,71.0,0
31.3,76.9,48.0,0.3,52,28.2,78.8,1
30.1,74.1,44.2,1.1,43,32.1,79.2,1
31.5,76.1,24.0,1.0,23,32.5,76.4,1
31.9,79.6,81.1,0.1,45,30.9,74.6,0
21.3,88.3,53.4,0.6,14,20.8,90.7,1
33.0,85.0,32.3,11.5,62,34.2,81.7,1
25.6,78.2,40.6,0.2,4,26.9,82.4,1
23.5,91.2,35.1,0.5,20,24.5,96.6,1
29.7,88.1,63.8,0.5,73,27.6,90.3,0
30.4,70.2,77.9,0.3,27,26.2,60.8,0
26.9,77.8,31.1,0.6,32,26.2,81.2,1
33.7,85.6,36.8,5.5,65,34.2,77.8,1
24.0,91.0,49.7,0.5,49,26.1,90.3,1
28.2,79.2,51.2,0.3,71,27.6,74.8,0
27.4,70.8,34.7,0.1,15,25.6,61.3,1
29.8,85.5,12.2,0.2,33,27.4,84.8,1
31.3,75.6,86.6,0.4,31,31.3,72.6,0
25.5,95.7,24.9,15.1,53,25.6,93.2,1
33.3,76.1,14.4,0.4,32,32.3,79.5,1
30.3,86.9,84.9,14.3,81,33.3,99.2,0
21.5,97.4,24.9,1.1,61,18.1,100.0,1
21.2,88.2,45.8,40.4,64,18.9,91.5,0
29.9,77.9,38.5,0.5,10,30.8,77.3,1
29.0,77.2,27.6,55.5,22,26.9,81.1,1
29.5,84.9,63.0,0.1,46,31.0,90.9,1
29.9,81.1,14.2,0.4,31,27.2,80.8,1
31.0,83.6,28.5,0.7,54,30.8,87.5,1
34.3,76.0,84.6,2.4,34,32.2,80.8,0
25.0,82.3,77.3,0.2,46,23.4,83.9,0
24.7,94.5,66.7,1.0,51,26.2,96.4,0
25.1,90.7,81.2,2.0,58,25.7,90.8,0
31.3,91.6,56.5,1.0,49,34.9,94.3,1
35.6,81.2,36.6,0.5,55,35.3,72.8,1
28.1,78.0,38.4,2.0,22,28.0,75.5,1
18.7,91.7,71.8,0.0,51,15.9,95.5,0
22.3,89.9,74.8,0.0,41,25.4,92.6,0
26.3,87.4,67.1,17.8,59,28.4,92.0,0
27.5,88.1,43.7,0.1,12,27.6,80.7,1
28.2,96.7,55.2,0.2,38,25.8,96.1,0
30.2,80.0,63.4,0.2,31,31.0,73.9,1
28.6,78.3,30.1,0.3,54,29.5,83.8,1
34.7,74.6,44.1,1.6,38,35.6,79.2,1
27.0,90.4,64.1,0.6,44,28.2,90.0,0
26.1,96.3,31.2,9.2,83,25.4,96.1,1
32.2,85.7,16.2,0.8,20,34.0,88.1,1
23.1,91.8,83.6,0.9,58,23.3,84.1,0
31.8,67.8,82.4,0.1,5,31.6,66.6,1
30.5,75.0,29.2,44.6,27,30.7,76.4,1
29.3,78.8,39.3,0.2,30,28.1,82.1,1
37.1,71.8,32.7,7.6,66,34.5,74.3,1
27.2,81.3,65.9,33.9,28,27.0,84.5,0
39.3,73.8,57.2,0.0,9,38.6,72.6,1
29.0,87.0,34.8,0.0,65,31.0,76.1,1
24.3,86.5,59.9,1.7,49,24.3,87.5,0
30.3,80.9,23.1,0.5,52,30.2,76.5,1
25.2,88.4,24.0,1.0,22,24.1,83.5,1
26.6,79.1,31.5,1.2,17,27.7,75.1,1
31.8,84.7,81.7,0.7,64,33.2,92.6,0
32.5,74.8,64.8,0.3,33,30.1,68.8,1
27.2,83.2,82.3,0.8,38,28.2,87.0,0
34.4,65.5,38.3,0.3,51,33.7,60.6,1
35.2,72.4,65.1,39.8,34,34.4,69.5,0
36.5,76.4,74.0,0.7,32,34.8,79.9,0
32.4,83.1,33.6,0.1,31,34.1,82.1,1
36.1,77.3,26.9,4.6,63,37.1,74.2,1
21.5,90.5,65.1,0.1,55,21.8,90.2,0
28.6,82.4,51.5,1.5,60,31.1,86.5,0
26.1,88.9,31.6,0.4,34,25.6,90.1,1
30.5,84.9,19.0,0.4,47,29.9,85.8,1
27.4,94.1,79.5,10.2,78,25.2,88.5,0
29.3,94.9,62.4,0.1,79,29.5,100.0,0
38.5,75.5,53.9,2.2,84,33.7,76.3,0
29.2,81.2,33.7,11.5,28,27.6,79.9,1
31.9,76.6,30.5,1.0,71,35.2,79.7,1
29.0,81.6,55.8,0.2,12,26.5,77.1,1
30.3,72.9,74.4,0.1,26,31.2,74.6,0
30.0,83.8,80.3,0.7,49,28.9,82.9,1
32.0,84.6,60.2,22.7,12,32.7,85.8,0
35.2,77.4,64.7,0.0,44,34.7,78.7,1
37.4,68.8,60.3,0.2,51,40.0,60.1,0
31.4,86.9,44.2,2.4,54,31.3,95.2,1
32.7,79.7,45.2,0.2,46,34.4,78.9,0
24.8,91.1,35.2,7.7,71,23.5,88.2,1
29.6,84.3,52.8,17.8,37,27.3,84.0,1
34.2,81.0,59.1,0.1,39,34.6,82.2,1
33.9,80.3,74.9,1.5,37,34.2,82.5,0
31.0,77.0,65.3,31.0,46,30.1,80.3,0
34.0,80.3,46.2,4.5,53,34.4,77.3,0
32.2,80.5,22.7,1.2,18,32.5,77.2,1
35.4,78.9,64.3,61.0,79,36.1,80.3,0
31.3,74.4,64.2,1.8,21,31.9,74.6,1
28.4,79.6,49.7,0.3,9,30.6,77.1,1
31.5,74.7,43.0,0.5,6,32.3,76.6,1
17.0,81.9,81.3,0.1,31,16.7,85.6,1
31.7,78.1,33.3,0.5,24,33.3,76.3,1
17.0,96.1,67.2,1.1,33,17.0,96.9,1
22.2,100.0,18.0,0.8,37,23.6,100.0,1
32.0,78.2,24.8,5.8,61,30.7,76.2,1
32.1,86.8,79.4,0.2,73,33.5,87.9,0
24.8,91.2,47.8,0.6,71,20.1,92.9,1
26.8,83.7,28.7,0.7,12,25.3,90.0,1
36.2,86.0,40.7,0.3,65,35.8,82.5,1
27.8,85.6,52.9,1.6,40,28.8,84.7,1
40.1,68.3,64.4,0.5,49,40.8,72.7,0
30.0,80.0,56.7,0.1,18,30.0,79.1,1
31.8,83.6,53.9,0.8,47,30.8,85.9,0
37.3,75.7,62.5,5.7,30,40.4,73.4,0
30.6,73.2,44.2,0.0,20,30.3,69.8,1
25.5,89.9,45.2,42.4,45,26.6,89.7,1
29.5,74.7,25.2,0.3,44,29.9,68.2,1
29.8,84.2,33.8,13.3,23,30.8,80.8,1
23.9,90.8,65.9,0.6,16,21.8,92.3,0
28.8,68.0,17.4,0.4,8,27.7,67.8,1
26.7,80.1,63.5,0.4,23,25.2,80.0,0
34.2,81.2,47.7,0.7,36,32.6,88.5,0
30.2,88.4,39.0,16.2,64,28.8,96.8,1
28.7,85.3,80.4,0.7,26,27.7,83.9,0
29.5,88.2,75.6,0.3,53,30.4,88.9,0
31.0,93.6,24.0,0.3,48,32.8,90.2,1
32.8,74.2,27.0,0.1,24,33.1,77.0,1
25.5,88.2,76.3,11.8,57,27.3,86.8,0
25.3,88.5,53.8,0.3,76,25.2,91.5,0
35.0,82.1,54.7,11.3,80,35.3,85.2,0
28.1,84.1,37.6,0.2,34,28.7,82.3,1
23.6,99.8,54.8,0.5,61,23.7,98.3,1
32.0,76.2,23.7,0.1,34,29.8,83.6,1
32.1,87.3,53.8,13.2,69,33.5,89.5,0
23.1,91.0,22.5,0.3,48,24.0,88.9,1
31.0,75.6,22.3,0.0,18,33.4,77.7,1
33.3,77.7,60.5,0.3,10,34.4,83.4,1
31.7,68.2,51.0,0.7,24,30.4,70.4,0
32.8,79.3,47.9,9.1,22,29.7,72.9,0
23.7,88.0,66.4,0.5,23,23.6,91.0,0
31.5,73.6,48.0,0.0,30,30.6,76.1,1
28.6,81.2,12.9,0.2,39,29.3,73.1,1
27.8,69.0,78.7,0.5,16,28.6,69.1,0
33.9,71.8,18.7,1.0,37,34.1,80.5,1
36.7,69.0,70.1,0.8,54,36.3,61.6,0
38.1,69.9,36.4,0.2,19,39.5,72.3,1
35.9,81.0,17.1,0.6,83,35.9,81.9,1
